Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Titanium,77.75,4.44,644,174,138,1.4449,1.0
Inconel,96.45,8.35,540,196,351,0.4178,1.0
Aluminum,54.66,2.61,384,67,429,0.2758,0.8805
Titanium,91.25,4.46,622,121,648,0.2534,1.0
Nickel,72.98,8.76,373,79,158,0.4982,0.9344
Inconel,82.67,8.17,564,43,565,0.205,0.6931
Magnesium,40.83,1.89,620,118,446,0.6272,1.0
PTFE,7.03,2.3,199,25,598,0.225,1.0
Steel,73.96,7.86,596,64,850,0.2563,0.7774
Steel,69.29,7.75,84,195,918,0.1918,1.0
Bronze,73.25,8.87,711,54,99,0.749,0.7275
Copper,49.76,8.85,504,117,979,0.1977,1.0
CastIron,70.49,7.33,173,63,515,0.0704,0.658
Aluminum,50.56,2.79,565,82,234,0.5234,1.0
Zinc,39.36,7.03,195,36,699,0.1733,0.6899
Brass,58.64,8.49,311,156,764,0.2534,1.0
Bronze,51.28,8.7,515,102,175,0.88,1.0
PTFE,10.04,2.13,57,187,772,0.3158,1.0
Zinc,33.34,7.13,288,49,907,0.1424,1.0
Magnesium,36.02,1.6,590,190,338,1.2943,1.0
Zinc,30.57,7.12,551,76,602,0.3701,1.0
PTFE,14.69,2.21,688,40,285,1.0059,1.0
PTFE,13.31,2.12,742,51,203,1.8489,1.0
Zinc,34.89,7.15,747,127,804,0.5575,1.0
Tungsten,96.21,19.39,582,116,984,0.1496,0.8772
Graphite,22.89,2.04,455,110,485,0.6282,1.0
Aluminum,47.62,2.62,530,196,222,1.3845,1.0
Tungsten,94.12,19.28,798,74,694,0.1668,0.5896
Bronze,54.53,8.88,118,10,706,0.1296,0.1988
PTFE,5.95,2.26,521,135,301,5.0118,1.0
Aluminum,43.03,2.78,694,33,723,0.1108,0.8444
CastIron,70.35,7.36,541,40,337,0.2713,0.6652
Magnesium,40.98,1.61,449,23,921,0.1634,0.68
PTFE,12.55,2.18,699,55,81,4.8585,1.0
Magnesium,36.61,1.74,488,17,672,0.0532,0.5297
Magnesium,44.46,1.8,468,19,867,0.1573,0.6026
Inconel,80.67,8.43,166,67,176,0.2467,0.7562
Brass,45.54,8.49,167,10,487,0.1473,0.3476
Titanium,79.34,4.5,111,14,517,0.0827,0.4171
Steel,67.31,7.84,506,127,616,0.2702,1.0
Zinc,37.07,7.07,142,179,496,0.2683,1.0
Nickel,64.7,8.83,541,146,166,0.9834,1.0
Titanium,81.77,4.47,263,96,483,0.1269,1.0
Steel,82.23,7.78,97,159,864,0.1684,1.0
Zinc,38.35,7.11,360,41,438,0.2566,0.839
Graphite,16.61,1.86,378,128,697,0.5747,1.0
Nickel,63.17,8.75,695,80,550,0.3606,0.9967
Graphite,10.18,1.97,742,184,54,31.1611,1.0
Bronze,50.2,8.65,582,180,525,0.5326,1.0
Nickel,71.65,8.87,239,120,120,0.4497,1.0
PTFE,12.73,2.14,170,85,276,0.5379,1.0
Aluminum,55.62,2.67,81,62,214,0.2221,0.8288
Titanium,91.17,4.42,792,78,981,0.1529,0.8488
Zinc,35.72,7.2,768,18,291,0.3285,0.6774
Inconel,91.1,8.44,471,191,748,0.2709,1.0
CastIron,75.38,7.19,532,57,660,0.2149,0.7375
Ceramic,87.28,3.82,170,153,216,0.1979,1.0
Steel,67.22,7.73,736,17,780,0.2237,0.4702
CastIron,83.08,7.21,427,49,73,0.5849,0.6566
CastIron,89.3,7.33,54,44,797,0.1224,0.5639
Magnesium,40.32,1.77,142,180,161,0.642,1.0
Nickel,77.91,8.81,698,192,697,0.4184,1.0
Bronze,61.04,8.87,373,11,146,0.2163,0.2929
Ceramic,93.4,3.84,577,46,590,0.2521,0.4545
Nickel,61.99,8.71,244,137,406,0.297,1.0
Ceramic,89.48,3.88,778,91,831,0.3083,0.8018
Ceramic,96.64,3.83,312,167,84,0.8764,1.0
Tungsten,97.43,19.01,250,16,287,0.088,0.2282
Inconel,97.92,8.37,717,140,54,2.4426,1.0
CastIron,85.69,7.02,794,116,179,0.901,1.0
Brass,60.6,8.33,745,179,594,0.6458,1.0
Brass,51.99,8.59,502,167,207,1.0588,1.0
Graphite,18.4,1.9,66,82,803,0.1753,1.0
Inconel,80.23,8.12,666,114,420,0.4337,1.0
Titanium,86.36,4.44,665,22,333,0.0785,0.5144
Graphite,11.27,2.03,659,142,343,3.1276,1.0
Graphite,24.29,1.97,383,43,288,0.4258,1.0
Aluminum,42.77,2.61,212,145,405,0.3302,1.0
Aluminum,54.01,2.63,608,173,680,0.4617,1.0
Ceramic,86.72,3.75,361,170,513,0.2546,1.0
Copper,38.69,8.97,239,21,964,0.1252,0.6237
Tungsten,93.93,19.04,434,142,687,0.1979,1.0
Aluminum,58.35,2.72,399,146,68,1.8824,1.0
Ceramic,90.81,3.55,680,51,370,0.2094,0.5542
Zinc,28.27,7.11,410,12,653,0.1735,0.449
Magnesium,39.86,1.84,90,83,459,0.1187,1.0
Inconel,88.02,8.45,447,58,945,0.2369,0.5504
Nickel,60.74,8.87,168,124,757,0.0787,1.0
Nickel,61.28,8.71,706,144,537,0.4741,1.0
Inconel,85.61,8.3,306,134,430,0.3121,1.0
Bronze,64.58,8.84,66,44,958,0.201,0.7869
Magnesium,33.54,1.66,396,56,424,0.3318,1.0
Ceramic,94.69,3.8,546,190,691,0.2612,1.0
Tungsten,98.83,19.03,577,134,656,0.2875,1.0
Steel,84.63,7.79,348,46,543,0.1078,0.4658
Inconel,90.2,8.2,632,87,865,0.265,0.8483
Titanium,87.14,4.6,397,18,953,0.0833,0.3252
Aluminum,57.32,2.7,320,193,554,0.3965,1.0
CastIron,85.86,7.0,201,176,562,0.1476,1.0
Graphite,12.16,1.95,706,18,278,0.5931,1.0
Inconel,91.52,8.29,264,20,436,0.141,0.4196
Copper,43.39,8.93,166,200,939,0.1968,1.0
Brass,45.26,8.47,437,195,397,0.7499,1.0
Steel,78.15,7.75,659,128,393,0.5283,1.0
Bronze,50.35,8.84,575,101,119,1.2757,1.0
Titanium,94.37,4.58,757,130,451,0.3279,1.0
PTFE,11.72,2.28,36,49,421,0.0862,1.0
Tungsten,94.67,19.23,297,161,743,0.2396,1.0
Magnesium,41.76,1.77,633,164,408,0.9516,1.0
Graphite,14.02,1.95,182,102,458,0.5546,1.0
Inconel,90.75,8.26,668,198,945,0.3687,1.0
Magnesium,35.63,1.82,474,31,801,0.2597,0.7324
CastIron,72.65,7.29,650,178,731,0.36,1.0
Zinc,27.02,7.13,257,179,761,0.3243,1.0
Ceramic,86.91,3.6,476,11,909,0.0634,0.1733
Tungsten,91.22,19.35,189,166,772,0.229,1.0
Titanium,93.95,4.49,485,20,121,0.2606,0.2105
Inconel,82.96,8.46,323,193,811,0.289,1.0
CastIron,83.9,7.21,589,9,238,0.2123,0.1445
CastIron,82.93,7.0,536,67,565,0.265,0.7341
Brass,54.91,8.69,360,36,428,0.2536,0.5842
Aluminum,52.62,2.64,256,107,828,0.2346,1.0
Titanium,80.43,4.44,771,56,428,0.2687,0.5369
Steel,81.31,7.74,682,80,841,0.1705,0.9028
Steel,84.48,7.74,466,148,980,0.1323,1.0
Steel,79.42,7.73,733,85,835,0.1927,0.8732
Nickel,68.12,8.88,351,68,826,0.1023,0.9026
Titanium,77.87,4.51,254,162,566,0.1625,1.0
Inconel,84.14,8.44,467,64,952,0.0729,0.6696
PTFE,6.26,2.13,579,191,701,3.2216,1.0
Steel,75.38,7.81,106,77,121,0.3035,0.8041
PTFE,6.02,2.25,33,185,237,0.6726,1.0
Inconel,95.4,8.2,29,31,157,0.0312,0.3857
Aluminum,44.41,2.69,305,148,548,0.3485,1.0
Inconel,84.83,8.42,478,84,252,0.3439,0.769
Magnesium,34.6,1.62,153,101,758,0.1505,1.0
Steel,81.88,7.7,401,27,602,0.0443,0.5
Bronze,62.53,8.89,485,166,303,0.71,1.0
CastIron,73.99,7.19,150,66,995,0.0331,0.9137
Nickel,76.64,8.79,567,175,963,0.3491,1.0
Copper,43.08,8.86,243,122,673,0.2193,1.0
Zinc,37.68,7.1,286,168,718,0.3323,1.0
Tungsten,91.44,19.02,334,22,518,0.215,0.4925
CastIron,82.32,7.09,269,27,112,0.2062,0.3068
Ceramic,85.9,3.78,283,117,510,0.1888,1.0
Ceramic,89.36,3.94,110,68,670,0.1603,0.6436
CastIron,80.56,7.15,696,169,702,0.3569,1.0
CastIron,73.53,7.34,783,166,402,0.6487,1.0
Nickel,68.35,8.88,450,170,102,1.5557,1.0
CastIron,78.44,7.1,267,136,560,0.2023,1.0
Titanium,92.02,4.44,290,103,980,0.19,0.8504
Nickel,60.76,8.8,381,170,273,0.5519,1.0
Magnesium,35.68,1.8,703,75,756,0.3825,1.0
Graphite,24.58,1.89,546,39,423,0.3055,1.0
Bronze,55.96,8.74,528,45,582,0.1936,0.7022
Graphite,10.37,2.15,253,95,82,3.572,1.0
Ceramic,90.7,3.7,493,39,995,0.1127,0.6261
Bronze,67.47,8.63,560,63,804,0.2577,0.8981
Steel,70.72,7.78,611,82,679,0.3174,0.8691
Steel,75.12,7.75,125,79,451,0.1005,0.8396
Nickel,78.79,8.84,256,52,414,0.0931,0.573
CastIron,87.46,7.22,234,177,545,0.1419,1.0
Nickel,75.3,8.84,595,25,866,0.1704,0.447
Inconel,82.69,8.22,350,68,421,0.0986,0.6319
Titanium,76.9,4.56,800,25,764,0.1054,0.3317
Magnesium,31.44,1.87,289,69,522,0.1642,1.0
Titanium,86.73,4.43,556,188,177,1.0493,1.0
Nickel,66.81,8.72,258,53,170,0.2562,0.7619
Magnesium,40.1,1.68,349,119,721,0.368,1.0
Steel,76.76,7.71,427,72,990,0.1552,0.7905
Magnesium,35.9,1.65,204,66,625,0.2089,1.0
Magnesium,35.77,1.77,635,98,235,1.0372,1.0
Graphite,10.55,1.8,406,158,60,12.7356,1.0
Ceramic,94.55,3.6,97,46,523,0.0464,0.5221
PTFE,12.02,2.19,648,56,702,0.6709,1.0
Brass,50.12,8.56,332,67,307,0.3674,1.0
Bronze,73.76,8.87,378,179,348,0.439,1.0
PTFE,13.99,2.15,70,101,926,0.1562,1.0
Titanium,76.55,4.41,144,116,736,0.0554,1.0
Bronze,72.37,8.66,313,163,650,0.3261,1.0
Steel,68.23,7.78,162,37,722,0.1024,0.6326
Steel,72.36,7.72,253,106,367,0.1911,1.0
Titanium,77.02,4.47,299,117,695,0.1567,1.0
Titanium,77.68,4.46,49,64,327,0.1262,0.6835
Copper,51.35,8.89,606,61,810,0.2636,0.9134
Brass,59.87,8.57,589,186,781,0.3406,1.0
PTFE,6.41,2.28,415,19,878,0.2826,1.0
Aluminum,57.8,2.65,239,56,524,0.2302,0.8488
Steel,68.81,7.78,236,59,112,0.3841,0.8548
Copper,48.39,8.99,450,147,889,0.3253,1.0
Titanium,80.35,4.53,644,144,771,0.3209,1.0
Steel,81.07,7.85,769,181,345,0.6625,1.0
Ceramic,95.63,3.97,554,105,121,0.7278,0.8093
Steel,78.11,7.72,278,159,991,0.2612,1.0
CastIron,86.72,7.27,248,66,149,0.2884,0.7294
Brass,62.01,8.43,672,143,948,0.2439,1.0
Copper,54.12,8.81,635,126,636,0.4282,1.0
Steel,70.53,7.84,477,112,130,0.8866,1.0
Steel,69.51,7.78,140,165,391,0.136,1.0
Copper,38.58,8.94,37,42,269,0.0863,1.0
Zinc,36.23,7.1,706,143,85,4.27,1.0
Aluminum,48.67,2.61,637,113,803,0.3812,1.0
Tungsten,99.45,19.05,721,33,119,0.4281,0.5489
Steel,79.6,7.73,238,170,96,0.746,1.0
Brass,52.22,8.54,552,14,410,0.0767,0.3149
Zinc,32.26,7.03,580,12,452,0.0917,0.3001
Magnesium,44.44,1.88,294,87,239,0.471,1.0
Bronze,70.06,8.74,547,41,703,0.1541,0.6161
Magnesium,36.43,1.75,58,47,550,0.1418,1.0
Titanium,82.02,4.58,138,160,627,0.2108,1.0
Titanium,91.69,4.47,187,182,799,0.1064,1.0
Bronze,66.39,8.61,227,166,62,1.2393,1.0
Inconel,94.23,8.13,490,12,274,0.1463,0.2402
Inconel,81.57,8.14,167,189,477,0.2159,1.0
Tungsten,92.03,19.25,72,190,565,0.1393,1.0
Graphite,23.29,2.12,262,173,389,0.7321,1.0
Brass,45.54,8.46,346,199,818,0.4114,1.0
Copper,42.51,9.0,328,184,195,0.9532,1.0
Brass,64.84,8.37,267,66,679,0.1292,0.8438
Brass,57.27,8.46,46,125,416,0.1658,1.0
PTFE,14.21,2.25,317,183,705,0.7685,1.0
Aluminum,50.98,2.74,405,10,688,0.1409,0.3688
Copper,40.31,8.91,352,118,132,1.0588,1.0
Tungsten,93.94,19.08,640,36,262,0.269,0.5718
Tungsten,93.59,19.01,714,125,873,0.2211,1.0
CastIron,71.75,7.08,150,84,287,0.1381,0.8873
Brass,64.82,8.38,220,87,83,0.4806,1.0
Ceramic,87.19,3.8,735,32,623,0.1504,0.4129
Copper,37.09,8.94,96,156,428,0.1945,1.0
Magnesium,30.02,1.61,559,187,567,0.7942,1.0
Nickel,70.26,8.74,757,107,767,0.21,1.0
PTFE,8.51,2.17,440,62,219,1.9428,1.0
Aluminum,57.16,2.65,210,28,566,0.1752,0.4109
Brass,55.17,8.53,469,133,594,0.2952,1.0
Graphite,21.53,2.14,728,158,187,3.6657,1.0
PTFE,7.22,2.1,278,58,489,0.7552,1.0
PTFE,11.4,2.13,180,176,434,0.8792,1.0
Titanium,81.36,4.53,579,100,179,0.5075,1.0
Steel,78.22,7.84,108,173,569,0.1069,1.0
Steel,77.77,7.78,321,24,861,0.1835,0.2674
PTFE,12.93,2.15,219,53,853,0.1483,1.0
Graphite,11.74,1.85,498,129,548,1.2683,1.0
Aluminum,40.11,2.63,419,151,431,0.6163,1.0
Titanium,87.42,4.57,669,89,58,1.5062,0.7892
Ceramic,92.65,3.58,586,55,131,0.3493,0.5782
Steel,77.0,7.81,401,197,257,0.6967,1.0
Tungsten,98.98,19.15,126,18,216,0.0472,0.2576
Aluminum,54.15,2.75,115,167,174,0.4438,1.0
Tungsten,97.29,19.22,65,98,79,0.2178,0.971
Magnesium,43.34,1.69,635,45,84,1.1211,0.9889
Nickel,78.84,8.81,769,121,662,0.2905,1.0
Magnesium,39.21,1.85,627,125,592,0.4501,1.0
Brass,63.24,8.49,370,154,130,1.0556,1.0
Graphite,17.08,2.11,117,129,282,0.4621,1.0
Tungsten,90.65,19.15,453,46,787,0.2213,0.6192
Graphite,15.59,2.01,591,179,732,1.2711,1.0
Tungsten,90.22,19.02,147,142,870,0.0702,1.0
Ceramic,85.04,3.72,172,104,890,0.0933,1.0
Magnesium,31.66,1.86,152,145,359,0.408,1.0
Ceramic,98.29,3.83,327,106,918,0.2456,0.9184
CastIron,77.58,7.34,144,143,403,0.1989,1.0
Bronze,67.19,8.76,467,176,769,0.2848,1.0
Copper,41.92,8.83,97,31,72,0.313,0.7031
Titanium,86.63,4.55,604,81,289,0.4114,0.7243
Titanium,80.02,4.46,350,88,852,0.09,0.827
Titanium,87.74,4.44,131,14,923,0.1571,0.2252
Titanium,81.52,4.51,181,181,330,0.3182,1.0
Ceramic,88.9,3.99,588,93,439,0.2113,1.0
Graphite,14.45,2.1,469,8,779,0.0911,0.6106
Ceramic,87.2,3.79,384,97,884,0.1329,1.0
Brass,47.36,8.54,787,176,759,0.6345,1.0
PTFE,9.68,2.25,672,191,606,2.7715,1.0
Steel,83.36,7.89,184,196,448,0.2413,1.0
Steel,80.03,7.85,80,186,415,0.204,1.0
Ceramic,86.79,3.9,323,143,95,0.7344,1.0
Bronze,64.03,8.64,176,43,284,0.1162,0.6251
Brass,58.72,8.37,197,200,774,0.1857,1.0
Inconel,97.88,8.47,115,194,637,0.0719,1.0
Inconel,97.35,8.15,485,95,61,1.0214,0.9366
CastIron,84.75,7.36,368,121,939,0.105,1.0
Brass,47.99,8.5,466,90,278,0.5745,1.0
Copper,45.44,8.88,479,20,970,0.0994,0.583
Titanium,76.32,4.59,32,144,90,0.1851,1.0
Aluminum,51.35,2.69,484,54,82,0.8085,0.9307
Brass,62.22,8.49,126,103,182,0.1572,1.0
Steel,67.81,7.85,195,11,783,0.0456,0.2515
Ceramic,90.22,3.99,219,158,964,0.1272,1.0
Brass,56.03,8.68,790,164,916,0.3516,1.0
Zinc,27.4,7.11,362,137,616,0.5271,1.0
CastIron,77.16,7.34,174,120,433,0.2724,1.0
Aluminum,54.81,2.66,279,7,164,0.1439,0.1842
Bronze,57.09,8.74,335,72,523,0.1559,1.0
CastIron,78.25,7.28,252,161,893,0.2376,1.0
CastIron,80.5,7.19,195,54,588,0.1951,0.6038
Magnesium,39.7,1.62,704,92,365,0.6564,1.0
Ceramic,88.62,3.66,407,74,513,0.2117,0.8955
Titanium,80.75,4.48,436,159,528,0.2322,1.0
Titanium,82.09,4.46,566,95,679,0.2981,1.0
Titanium,79.22,4.51,262,44,638,0.0529,0.718
Steel,82.09,7.74,200,120,240,0.3443,1.0
Zinc,30.99,7.2,314,149,933,0.3183,1.0
Zinc,26.55,7.08,283,37,901,0.1788,1.0
Inconel,85.41,8.17,350,119,99,0.8078,1.0
Tungsten,91.69,19.13,541,161,199,0.7843,1.0
Magnesium,42.73,1.73,424,9,564,0.1562,0.4047
CastIron,85.74,7.28,402,93,159,0.471,0.862
Nickel,70.0,8.79,585,19,380,0.1438,0.525
Aluminum,50.52,2.66,638,150,664,0.3747,1.0
Tungsten,98.87,19.33,252,104,465,0.2538,0.9929
Magnesium,36.65,1.86,386,166,493,0.5789,1.0
Copper,43.55,8.81,186,69,404,0.1902,1.0
Bronze,55.08,8.67,711,152,649,0.5282,1.0
Copper,48.03,8.91,762,37,970,0.2285,0.8552
PTFE,5.51,2.11,483,104,930,1.2662,1.0
Ceramic,98.92,3.52,124,120,379,0.1741,1.0
PTFE,14.97,2.19,738,51,575,0.6334,1.0
Magnesium,42.29,1.81,553,159,80,3.4124,1.0
Ceramic,92.8,3.62,239,22,89,0.1933,0.3219
Graphite,17.53,1.86,67,150,776,0.211,1.0
Titanium,86.7,4.42,264,119,679,0.1359,1.0
Aluminum,46.73,2.65,409,43,892,0.1687,0.8935
Copper,45.21,8.86,559,19,908,0.1895,0.4072
Inconel,94.76,8.15,90,7,632,0.0976,0.25
Copper,36.01,8.98,208,60,178,0.2549,1.0
Titanium,88.33,4.56,730,27,517,0.1995,0.4787
Steel,70.33,7.83,287,94,494,0.1188,1.0
Tungsten,93.64,19.1,510,187,55,2.3605,1.0
Graphite,13.78,2.15,290,194,101,5.1131,1.0
PTFE,14.5,2.17,586,28,545,0.3797,1.0
Magnesium,37.74,1.69,96,141,891,0.2422,1.0
Brass,47.53,8.5,442,73,329,0.3206,1.0
Nickel,77.9,8.82,448,147,228,0.5861,1.0
Inconel,85.79,8.24,248,172,294,0.3002,1.0
Graphite,23.76,2.18,113,164,756,0.2034,1.0
Magnesium,35.1,1.77,430,21,782,0.184,0.5982
Steel,65.26,7.74,542,128,843,0.3201,1.0
Ceramic,97.58,3.75,222,135,957,0.1792,1.0
Tungsten,97.06,19.17,431,83,727,0.244,0.8222
Tungsten,96.26,19.26,574,72,377,0.3184,0.8139
Ceramic,98.39,3.85,775,13,97,0.3253,0.189
CastIron,88.31,7.23,716,31,517,0.2533,0.3265
Magnesium,35.79,1.86,613,41,575,0.2755,0.922
Copper,46.1,8.89,449,71,106,0.9041,1.0
Titanium,89.3,4.4,651,14,544,0.0765,0.343
Graphite,24.33,1.93,522,14,913,0.1249,0.5261
Magnesium,36.61,1.72,731,160,715,0.6096,1.0
Nickel,65.29,8.9,562,139,551,0.4064,1.0
CastIron,84.12,7.23,482,177,108,1.31,1.0
PTFE,13.31,2.28,464,86,709,0.6051,1.0
CastIron,81.24,7.36,618,193,841,0.3304,1.0
Copper,52.34,8.97,376,195,107,1.7395,1.0
CastIron,83.36,7.23,230,100,111,0.3351,0.9006
Inconel,88.99,8.32,575,25,799,0.077,0.2376
Brass,46.53,8.47,587,40,604,0.248,0.6734
Steel,69.84,7.82,606,27,300,0.1395,0.573
Brass,54.07,8.58,280,195,321,0.5831,1.0
Titanium,79.29,4.58,587,38,164,0.2946,0.4553
Brass,47.43,8.4,172,65,816,0.1288,1.0
Aluminum,43.93,2.64,652,44,234,0.4552,0.9971
Tungsten,99.62,19.02,689,69,890,0.1532,0.612
Zinc,26.88,7.1,337,193,857,0.4206,1.0
Zinc,38.71,7.06,395,10,723,0.1025,0.3319
Steel,77.1,7.83,501,138,882,0.2969,1.0
Magnesium,30.3,1.64,225,151,139,1.1893,1.0
Bronze,63.69,8.7,508,25,270,0.2836,0.328
Copper,35.2,8.82,452,77,621,0.245,1.0
Copper,43.69,8.93,394,55,642,0.1152,0.9666
Magnesium,36.58,1.86,544,186,380,1.0603,1.0
Copper,49.69,8.89,647,188,485,0.6578,1.0
Titanium,85.76,4.53,162,186,337,0.1534,1.0
Magnesium,43.55,1.69,774,194,432,1.1222,1.0
Aluminum,45.23,2.68,203,156,997,0.1598,1.0
Zinc,32.32,7.18,558,56,520,0.4047,1.0
Aluminum,51.53,2.78,585,45,907,0.1492,0.7623
Graphite,14.11,2.19,334,182,645,0.87,1.0
Graphite,24.94,2.09,544,87,593,0.4438,1.0
CastIron,71.75,7.31,176,15,978,0.0393,0.2674
Aluminum,53.85,2.75,784,113,706,0.3166,1.0
CastIron,88.81,7.09,67,140,208,0.1136,1.0
CastIron,75.07,7.07,129,116,945,0.2157,1.0
Steel,75.82,7.84,439,70,369,0.1572,0.6775
Ceramic,92.46,3.51,115,182,662,0.2259,1.0
Graphite,20.27,1.98,267,145,825,0.4267,1.0
Titanium,82.15,4.47,507,160,590,0.3385,1.0
Steel,72.95,7.82,33,17,777,0.0656,0.2403
CastIron,89.87,7.12,343,38,438,0.1565,0.584
Bronze,58.34,8.71,339,133,557,0.3397,1.0
Nickel,63.4,8.74,341,54,700,0.0934,0.7686
Ceramic,99.09,3.67,28,18,613,0.169,0.3276
Aluminum,48.13,2.64,475,147,965,0.3357,1.0
Graphite,24.41,2.05,511,97,660,0.489,1.0
Inconel,88.98,8.43,443,69,280,0.3528,0.6006
Aluminum,46.84,2.74,543,143,421,0.5271,1.0
Brass,61.18,8.61,188,185,557,0.2949,1.0
Tungsten,94.65,19.35,135,17,946,0.0706,0.3513
Copper,36.02,8.98,82,102,344,0.2116,1.0
Bronze,60.69,8.78,377,182,789,0.2392,1.0
Zinc,27.95,7.18,317,21,713,0.0697,0.7823
Nickel,69.22,8.7,181,195,90,0.7475,1.0
Bronze,63.77,8.72,798,105,87,2.0878,1.0
PTFE,13.15,2.22,33,67,592,0.1256,1.0
Bronze,58.04,8.64,273,22,548,0.1956,0.3909
Bronze,56.58,8.84,253,68,62,0.7798,1.0
Brass,48.06,8.62,556,113,522,0.3546,1.0
CastIron,79.36,7.27,607,112,196,0.6356,1.0
Zinc,38.64,7.01,779,46,844,0.2656,1.0
Tungsten,92.86,19.31,63,129,721,0.0296,1.0
Steel,82.55,7.86,299,10,667,0.1477,0.3583
Aluminum,52.0,2.74,183,23,257,0.0872,0.5501
Titanium,87.57,4.4,30,112,235,0.1395,1.0
Titanium,85.11,4.48,133,11,153,0.0474,0.3896
Nickel,68.92,8.88,668,116,418,0.4598,1.0
Copper,41.89,8.87,343,130,162,0.9549,1.0
Nickel,68.1,8.77,161,129,801,0.1112,1.0
Inconel,85.95,8.27,437,62,397,0.2788,0.7173
PTFE,10.47,2.27,736,144,230,5.5813,1.0
CastIron,79.21,7.3,423,39,705,0.1218,0.5848
Graphite,17.45,1.88,28,56,378,0.1443,1.0
Magnesium,33.56,1.61,515,127,285,1.0233,1.0
Ceramic,95.2,3.63,644,65,286,0.3406,0.6928
Inconel,94.69,8.13,163,176,167,0.3384,1.0
Nickel,65.35,8.73,559,29,192,0.2773,0.4734
Inconel,90.22,8.23,576,123,508,0.3353,1.0
Magnesium,43.81,1.67,521,171,518,0.6077,1.0
Tungsten,97.4,19.2,466,44,372,0.2367,0.431
Steel,67.94,7.89,606,114,871,0.2158,1.0
Nickel,60.96,8.89,477,68,89,0.8975,1.0
Titanium,90.29,4.56,540,88,148,0.614,0.8732
Nickel,69.12,8.86,800,15,73,0.3689,0.3535
Ceramic,99.46,3.87,476,37,347,0.1877,0.4998
Inconel,86.86,8.44,321,60,591,0.1539,0.7951
Aluminum,55.37,2.78,615,159,245,0.9758,1.0
CastIron,83.07,7.23,614,71,409,0.1955,0.7955
Magnesium,44.05,1.88,262,52,427,0.2242,0.9342
Zinc,29.07,7.01,640,99,488,0.5753,1.0
Tungsten,93.2,19.14,425,184,601,0.2281,1.0
Brass,48.37,8.49,616,46,357,0.2882,0.8517
Steel,67.17,7.72,514,101,344,0.3989,1.0
PTFE,5.48,2.11,635,139,414,4.8855,1.0
CastIron,88.3,7.23,208,30,157,0.1461,0.4331
Steel,68.07,7.85,168,84,842,0.1792,0.8895
Copper,38.52,8.96,325,141,496,0.3615,1.0
Inconel,85.67,8.27,48,166,497,0.0757,1.0
Ceramic,95.69,3.75,639,78,735,0.1919,0.7914
Zinc,31.2,7.18,427,5,960,0.1169,0.1997
Steel,70.25,7.72,262,8,260,0.1989,0.2122
CastIron,77.17,7.19,772,67,518,0.186,0.9266
Steel,74.32,7.71,549,190,415,0.4954,1.0
Ceramic,89.94,3.99,722,178,507,0.3675,1.0
Copper,45.36,8.92,137,133,605,0.1065,1.0
PTFE,14.47,2.15,778,135,194,4.7116,1.0
Inconel,93.84,8.41,278,192,141,0.5421,1.0
Tungsten,97.16,19.06,568,178,186,0.7872,1.0
PTFE,10.81,2.26,595,63,905,0.6696,1.0
Zinc,33.68,7.11,406,130,902,0.3625,1.0
Graphite,15.02,1.92,76,174,197,0.7184,1.0
Steel,66.32,7.9,136,131,466,0.1202,1.0
Inconel,86.46,8.39,247,13,425,0.1833,0.2939
Magnesium,38.12,1.82,68,182,328,0.1359,1.0
Inconel,88.49,8.47,240,10,923,0.1776,0.4019
Nickel,75.83,8.75,45,189,474,0.0978,1.0
Bronze,70.82,8.65,378,62,680,0.0986,0.7215
PTFE,12.65,2.11,747,66,886,0.6701,1.0
Titanium,78.83,4.56,450,51,370,0.2439,0.55
CastIron,75.42,7.02,251,41,465,0.092,0.4763
Ceramic,91.44,3.68,263,197,270,0.4225,1.0
Steel,65.66,7.89,618,187,668,0.5014,1.0
Brass,58.86,8.41,187,19,423,0.2174,0.4249
Titanium,88.07,4.48,640,145,952,0.3096,1.0
Nickel,74.16,8.79,584,10,790,0.0985,0.3553
Zinc,39.19,7.11,312,45,853,0.1591,0.9215
Aluminum,51.97,2.75,676,71,156,0.8707,1.0
Inconel,91.58,8.34,594,68,248,0.3447,0.5895
Inconel,83.17,8.1,509,83,905,0.1502,0.9867
Bronze,58.22,8.89,385,38,613,0.2072,0.5122
Graphite,18.15,1.99,44,109,684,0.1394,1.0
Steel,68.14,7.84,646,78,361,0.277,1.0
Zinc,33.39,7.01,454,148,134,2.003,1.0
Magnesium,44.56,1.71,730,87,82,2.3585,1.0
PTFE,6.78,2.24,326,92,107,5.3339,1.0
Graphite,19.87,2.0,378,19,804,0.2028,0.9172
Ceramic,96.73,3.56,416,152,591,0.2421,1.0
Ceramic,88.21,3.98,184,40,395,0.2207,0.4102
PTFE,8.58,2.1,200,145,410,1.0633,1.0
Steel,79.78,7.8,298,64,934,0.1882,0.7468
Zinc,27.08,7.09,515,17,189,0.3463,0.6248
CastIron,72.84,7.06,541,21,834,0.0338,0.33
Tungsten,92.35,19.2,786,91,1000,0.1651,0.7962
Inconel,90.88,8.43,166,87,694,0.0578,0.8209
Steel,76.24,7.72,735,70,140,0.688,0.9421
Aluminum,58.73,2.67,285,150,191,0.6553,1.0
Steel,65.71,7.8,86,106,268,0.1191,1.0
Nickel,62.85,8.82,416,105,641,0.1776,1.0
